OrderDate,ProductKey,Country,EnglishProductName,SalesAmount,TaxAmt
27-11-2021,480,Canada,Patch Kit/8 Patches,2.29,0.1832
28-11-2021,530,France,Touring Tire Tube,4.99,0.3992
28-11-2021,475,Canada,"Women's Mountain Shorts, M",69.99,5.5992
29-11-2021,574,France,"Touring-1000 Blue, 50",2384.07,190.7256
29-11-2021,596,Germany,"Mountain-500 Black, 40",539.99,43.1992
29-11-2021,599,Canada,"Mountain-500 Black, 48",539.99,43.1992
30-11-2021,529,India,Road Tire Tube,3.99,0.3192
30-11-2021,537,Germany,HL Mountain Tire,35,2.8
01-12-2021,530,Italy,Touring Tire Tube,4.99,0.3992
02-12-2021,312,United States,"Road-150 Red, 48",3578.27,286.2616
02-12-2021,477,France,Water Bottle - 30 oz.,4.99,0.3992
02-12-2021,529,Australia,Road Tire Tube,3.99,0.3192
03-12-2021,217,Canada,"Sport-100 Helmet, Black",34.99,2.7992
06-12-2021,225,India,AWC Logo Cap,8.99,0.7192
07-12-2021,541,India,Touring Tire,28.99,2.3192
07-12-2021,487,Italy,Hydration Pack - 70 oz.,54.99,4.3992
07-12-2021,529,Canada,Road Tire Tube,3.99,0.3192
08-12-2021,485,France,Fender Set - Mountain,21.98,1.7584
08-12-2021,606,Canada,"Road-750 Black, 52",539.99,43.1992
09-12-2021,536,Canada,ML Mountain Tire,29.99,2.3992
10-12-2021,353,France,"Mountain-200 Silver, 38",2319.99,185.5992
11-12-2021,313,Canada,"Road-150 Red, 52",3578.27,286.2616
11-12-2021,582,Germany,"Road-350-W Yellow, 44",1700.99,136.0792
12-12-2021,529,Germany,Road Tire Tube,3.99,0.3192
13-12-2021,604,Australia,"Road-750 Black, 44",539.99,43.1992
13-12-2021,580,France,"Road-350-W Yellow, 40",1700.99,136.0792
13-12-2021,540,Germany,HL Road Tire,32.6,2.608
14-12-2021,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,4.3192
14-12-2021,477,United States,Water Bottle - 30 oz.,4.99,0.3992
17-12-2021,374,Italy,"Road-250 Black, 44",2443.35,195.468
17-12-2021,480,India,Patch Kit/8 Patches,2.29,0.1832
18-12-2021,234,Germany,"Long-Sleeve Logo Jersey, L",49.99,3.9992
18-12-2021,225,Australia,AWC Logo Cap,8.99,0.7192
19-12-2021,580,France,"Road-350-W Yellow, 40",1700.99,136.0792
22-12-2021,225,France,AWC Logo Cap,8.99,0.7192
23-12-2021,478,Italy,Mountain Bottle Cage,9.99,0.7992
23-12-2021,529,Australia,Road Tire Tube,3.99,0.3192
23-12-2021,537,Italy,HL Mountain Tire,35,2.8
24-12-2021,488,France,"Short-Sleeve Classic Jersey, S",53.99,4.3192
25-12-2021,375,Italy,"Road-250 Black, 48",2181.5625,174.525
27-12-2021,569,France,"Touring-3000 Yellow, 50",742.35,59.388
30-12-2021,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
01-01-2022,528,United States,Mountain Tire Tube,4.99,0.3992
01-01-2022,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
01-01-2022,487,United States,Hydration Pack - 70 oz.,54.99,4.3992
07-01-2022,474,United States,"Women's Mountain Shorts, S",69.99,5.5992
09-01-2022,563,India,"Touring-1000 Yellow, 54",2384.07,190.7256
10-01-2022,579,Italy,"Touring-2000 Blue, 54",1214.85,97.188
12-01-2022,480,Germany,Patch Kit/8 Patches,2.29,0.1832
12-01-2022,359,Canada,"Mountain-200 Black, 38",2294.99,183.5992
12-01-2022,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
12-01-2022,537,United States,HL Mountain Tire,35,2.8
13-01-2022,225,France,AWC Logo Cap,8.99,0.7192
13-01-2022,355,India,"Mountain-200 Silver, 42",2319.99,185.5992
15-01-2022,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,4.3192
17-01-2022,228,India,"Long-Sleeve Logo Jersey, S",49.99,3.9992
17-01-2022,484,Italy,Bike Wash - Dissolver,7.95,0.636
18-01-2022,333,Australia,"Road-650 Black, 58",782.99,62.6392
18-01-2022,581,Canada,"Road-350-W Yellow, 42",1700.99,136.0792
20-01-2022,485,United States,Fender Set - Mountain,21.98,1.7584
21-01-2022,539,United States,ML Road Tire,24.99,1.9992
22-01-2022,371,Australia,"Road-250 Red, 58",2181.5625,174.525
23-01-2022,529,Canada,Road Tire Tube,3.99,0.3192
25-01-2022,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
26-01-2022,536,France,ML Mountain Tire,29.99,2.3992
30-01-2022,386,Australia,"Road-550-W Yellow, 42",1120.49,89.6392
31-01-2022,378,Germany,"Road-250 Black, 52",2443.35,195.468
31-01-2022,312,India,"Road-150 Red, 48",3578.27,286.2616
03-02-2022,536,India,ML Mountain Tire,29.99,2.3992
05-02-2022,540,Italy,HL Road Tire,32.6,2.608
05-02-2022,222,Canada,"Sport-100 Helmet, Blue",34.99,2.7992
06-02-2022,528,Germany,Mountain Tire Tube,4.99,0.3992
08-02-2022,528,Italy,Mountain Tire Tube,4.99,0.3992
08-02-2022,485,Canada,Fender Set - Mountain,21.98,1.7584
08-02-2022,485,United States,Fender Set - Mountain,21.98,1.7584
09-02-2022,539,India,ML Road Tire,24.99,1.9992
09-02-2022,467,Germany,"Half-Finger Gloves, L",24.49,1.9592
09-02-2022,485,Canada,Fender Set - Mountain,21.98,1.7584
11-02-2022,480,Australia,Patch Kit/8 Patches,2.29,0.1832
14-02-2022,228,Germany,"Long-Sleeve Logo Jersey, S",49.99,3.9992
15-02-2022,605,France,"Road-750 Black, 48",539.99,43.1992
16-02-2022,463,Italy,"Half-Finger Gloves, S",24.49,1.9592
16-02-2022,480,Canada,Patch Kit/8 Patches,2.29,0.1832
17-02-2022,538,Australia,LL Road Tire,21.49,1.7192
17-02-2022,388,France,"Road-550-W Yellow, 44",1120.49,89.6392
19-02-2022,473,India,"Classic Vest, L",63.5,5.08
19-02-2022,214,India,"Sport-100 Helmet, Red",34.99,2.7992
23-02-2022,477,India,Water Bottle - 30 oz.,4.99,0.3992
24-02-2022,222,India,"Sport-100 Helmet, Blue",34.99,2.7992
24-02-2022,222,India,"Sport-100 Helmet, Blue",34.99,2.7992
25-02-2022,485,Germany,Fender Set - Mountain,21.98,1.7584
28-02-2022,214,United States,"Sport-100 Helmet, Red",34.99,2.7992
28-02-2022,379,United States,"Road-250 Black, 58",2181.5625,174.525
28-02-2022,480,United States,Patch Kit/8 Patches,2.29,0.1832
01-03-2022,540,India,HL Road Tire,32.6,2.608
03-03-2022,537,Italy,HL Mountain Tire,35,2.8
03-03-2022,463,United States,"Half-Finger Gloves, S",24.49,1.9592
03-03-2022,529,Australia,Road Tire Tube,3.99,0.3192
06-03-2022,477,Germany,Water Bottle - 30 oz.,4.99,0.3992
06-03-2022,371,Germany,"Road-250 Red, 58",2181.5625,174.525
06-03-2022,575,Australia,"Touring-1000 Blue, 54",2384.07,190.7256
06-03-2022,480,Italy,Patch Kit/8 Patches,2.29,0.1832
07-03-2022,478,India,Mountain Bottle Cage,9.99,0.7992
12-03-2022,480,India,Patch Kit/8 Patches,2.29,0.1832
13-03-2022,480,India,Patch Kit/8 Patches,2.29,0.1832
14-03-2022,538,Australia,LL Road Tire,21.49,1.7192
14-03-2022,539,Australia,ML Road Tire,24.99,1.9992
15-03-2022,478,United States,Mountain Bottle Cage,9.99,0.7992
16-03-2022,537,Australia,HL Mountain Tire,35,2.8
16-03-2022,541,Canada,Touring Tire,28.99,2.3192
17-03-2022,352,France,"Mountain-200 Silver, 38",2071.4196,165.7136
18-03-2022,595,Canada,"Mountain-500 Silver, 52",564.99,45.1992
18-03-2022,487,United States,Hydration Pack - 70 oz.,54.99,4.3992
18-03-2022,484,United States,Bike Wash - Dissolver,7.95,0.636
19-03-2022,225,France,AWC Logo Cap,8.99,0.7192
20-03-2022,530,France,Touring Tire Tube,4.99,0.3992
20-03-2022,353,Canada,"Mountain-200 Silver, 38",2319.99,185.5992
20-03-2022,217,France,"Sport-100 Helmet, Black",34.99,2.7992
21-03-2022,363,United States,"Mountain-200 Black, 46",2294.99,183.5992
23-03-2022,528,United States,Mountain Tire Tube,4.99,0.3992
24-03-2022,368,France,"Road-250 Red, 44",2443.35,195.468
24-03-2022,352,Germany,"Mountain-200 Silver, 38",2071.4196,165.7136
25-03-2022,225,France,AWC Logo Cap,8.99,0.7192
26-03-2022,217,Canada,"Sport-100 Helmet, Black",34.99,2.7992
28-03-2022,606,Italy,"Road-750 Black, 52",539.99,43.1992
29-03-2022,539,France,ML Road Tire,24.99,1.9992
30-03-2022,480,United States,Patch Kit/8 Patches,2.29,0.1832
30-03-2022,359,Italy,"Mountain-200 Black, 38",2294.99,183.5992
31-03-2022,355,Germany,"Mountain-200 Silver, 42",2319.99,185.5992
02-04-2022,225,France,AWC Logo Cap,8.99,0.7192
02-04-2022,358,Canada,"Mountain-200 Black, 38",2049.0982,163.9279
04-04-2022,484,France,Bike Wash - Dissolver,7.95,0.636
04-04-2022,477,India,Water Bottle - 30 oz.,4.99,0.3992
06-04-2022,384,Australia,"Road-550-W Yellow, 40",1120.49,89.6392
07-04-2022,540,Italy,HL Road Tire,32.6,2.608
08-04-2022,584,Australia,"Road-750 Black, 58",539.99,43.1992
09-04-2022,477,France,Water Bottle - 30 oz.,4.99,0.3992
10-04-2022,214,France,"Sport-100 Helmet, Red",34.99,2.7992
10-04-2022,480,Germany,Patch Kit/8 Patches,2.29,0.1832
13-04-2022,592,Australia,"Mountain-500 Silver, 42",564.99,45.1992
15-04-2022,222,India,"Sport-100 Helmet, Blue",34.99,2.7992
17-04-2022,583,Australia,"Road-350-W Yellow, 48",1700.99,136.0792
18-04-2022,486,Germany,All-Purpose Bike Stand,159,12.72
26-04-2022,528,France,Mountain Tire Tube,4.99,0.3992
26-04-2022,576,United States,"Touring-1000 Blue, 60",2384.07,190.7256
27-04-2022,486,Australia,All-Purpose Bike Stand,159,12.72
28-04-2022,480,Canada,Patch Kit/8 Patches,2.29,0.1832
29-04-2022,361,Australia,"Mountain-200 Black, 42",2294.99,183.5992
03-05-2022,479,India,Road Bottle Cage,8.99,0.7192
03-05-2022,488,India,"Short-Sleeve Classic Jersey, S",53.99,4.3192
06-05-2022,363,Australia,"Mountain-200 Black, 46",2294.99,183.5992
08-05-2022,313,France,"Road-150 Red, 52",3578.27,286.2616
09-05-2022,586,Germany,"Touring-3000 Blue, 50",742.35,59.388
11-05-2022,536,Germany,ML Mountain Tire,29.99,2.3992
12-05-2022,535,India,LL Mountain Tire,24.99,1.9992
15-05-2022,222,India,"Sport-100 Helmet, Blue",34.99,2.7992
15-05-2022,225,India,AWC Logo Cap,8.99,0.7192
15-05-2022,369,Italy,"Road-250 Red, 48",2443.35,195.468
16-05-2022,595,Italy,"Mountain-500 Silver, 52",564.99,45.1992
16-05-2022,485,Italy,Fender Set - Mountain,21.98,1.7584
17-05-2022,485,India,Fender Set - Mountain,21.98,1.7584
18-05-2022,485,Italy,Fender Set - Mountain,21.98,1.7584
19-05-2022,541,India,Touring Tire,28.99,2.3192
19-05-2022,484,India,Bike Wash - Dissolver,7.95,0.636
21-05-2022,528,Germany,Mountain Tire Tube,4.99,0.3992
22-05-2022,474,Italy,"Women's Mountain Shorts, S",69.99,5.5992
22-05-2022,528,Italy,Mountain Tire Tube,4.99,0.3992
23-05-2022,368,France,"Road-250 Red, 44",2443.35,195.468
25-05-2022,536,Australia,ML Mountain Tire,29.99,2.3992
26-05-2022,528,Italy,Mountain Tire Tube,4.99,0.3992
27-05-2022,463,Australia,"Half-Finger Gloves, S",24.49,1.9592
27-05-2022,222,Canada,"Sport-100 Helmet, Blue",34.99,2.7992
27-05-2022,214,Italy,"Sport-100 Helmet, Red",34.99,2.7992
28-05-2022,528,Germany,Mountain Tire Tube,4.99,0.3992
29-05-2022,357,Germany,"Mountain-200 Silver, 46",2319.99,185.5992
31-05-2022,478,Canada,Mountain Bottle Cage,9.99,0.7992
31-05-2022,485,United States,Fender Set - Mountain,21.98,1.7584
02-06-2022,313,Germany,"Road-150 Red, 52",3578.27,286.2616
05-06-2022,484,India,Bike Wash - Dissolver,7.95,0.636
05-06-2022,530,United States,Touring Tire Tube,4.99,0.3992
06-06-2022,604,Australia,"Road-750 Black, 44",539.99,43.1992
07-06-2022,528,India,Mountain Tire Tube,4.99,0.3992
07-06-2022,528,France,Mountain Tire Tube,4.99,0.3992
08-06-2022,310,France,"Road-150 Red, 62",3578.27,286.2616
09-06-2022,477,Italy,Water Bottle - 30 oz.,4.99,0.3992
12-06-2022,485,Australia,Fender Set - Mountain,21.98,1.7584
13-06-2022,477,France,Water Bottle - 30 oz.,4.99,0.3992
14-06-2022,463,Italy,"Half-Finger Gloves, S",24.49,1.9592
14-06-2022,537,Australia,HL Mountain Tire,35,2.8
14-06-2022,222,France,"Sport-100 Helmet, Blue",34.99,2.7992
15-06-2022,485,Germany,Fender Set - Mountain,21.98,1.7584
15-06-2022,477,India,Water Bottle - 30 oz.,4.99,0.3992
16-06-2022,368,Canada,"Road-250 Red, 44",2443.35,195.468
18-06-2022,467,Australia,"Half-Finger Gloves, L",24.49,1.9592
19-06-2022,477,India,Water Bottle - 30 oz.,4.99,0.3992
22-06-2022,538,Australia,LL Road Tire,21.49,1.7192
22-06-2022,580,India,"Road-350-W Yellow, 40",1700.99,136.0792
23-06-2022,214,Canada,"Sport-100 Helmet, Red",34.99,2.7992
27-06-2022,225,India,AWC Logo Cap,8.99,0.7192
29-06-2022,463,Australia,"Half-Finger Gloves, S",24.49,1.9592
30-06-2022,222,United States,"Sport-100 Helmet, Blue",34.99,2.7992
01-07-2022,480,Italy,Patch Kit/8 Patches,2.29,0.1832
01-07-2022,214,Australia,"Sport-100 Helmet, Red",34.99,2.7992
01-07-2022,478,Germany,Mountain Bottle Cage,9.99,0.7992
01-07-2022,530,Italy,Touring Tire Tube,4.99,0.3992
02-07-2022,465,Canada,"Half-Finger Gloves, M",24.49,1.9592
03-07-2022,536,Australia,ML Mountain Tire,29.99,2.3992
05-07-2022,313,United States,"Road-150 Red, 52",3578.27,286.2616
05-07-2022,535,Germany,LL Mountain Tire,24.99,1.9992
07-07-2022,479,Italy,Road Bottle Cage,8.99,0.7192
09-07-2022,225,Australia,AWC Logo Cap,8.99,0.7192
09-07-2022,479,United States,Road Bottle Cage,8.99,0.7192
10-07-2022,465,Australia,"Half-Finger Gloves, M",24.49,1.9592
11-07-2022,369,Italy,"Road-250 Red, 48",2443.35,195.468
12-07-2022,217,United States,"Sport-100 Helmet, Black",34.99,2.7992
12-07-2022,606,India,"Road-750 Black, 52",539.99,43.1992
12-07-2022,222,France,"Sport-100 Helmet, Blue",34.99,2.7992
13-07-2022,313,Italy,"Road-150 Red, 52",3578.27,286.2616
15-07-2022,488,Canada,"Short-Sleeve Classic Jersey, S",53.99,4.3192
15-07-2022,538,Canada,LL Road Tire,21.49,1.7192
15-07-2022,588,Australia,"Mountain-400-W Silver, 40",769.49,61.5592
15-07-2022,485,Canada,Fender Set - Mountain,21.98,1.7584
17-07-2022,488,Australia,"Short-Sleeve Classic Jersey, S",53.99,4.3192
17-07-2022,537,Germany,HL Mountain Tire,35,2.8
18-07-2022,530,United States,Touring Tire Tube,4.99,0.3992
18-07-2022,327,Germany,"Road-650 Red, 44",782.99,62.6392
18-07-2022,478,Australia,Mountain Bottle Cage,9.99,0.7992
20-07-2022,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
20-07-2022,361,India,"Mountain-200 Black, 42",2294.99,183.5992
20-07-2022,484,Canada,Bike Wash - Dissolver,7.95,0.636
21-07-2022,363,France,"Mountain-200 Black, 46",2294.99,183.5992
21-07-2022,485,Canada,Fender Set - Mountain,21.98,1.7584
22-07-2022,479,Canada,Road Bottle Cage,8.99,0.7192
25-07-2022,536,Italy,ML Mountain Tire,29.99,2.3992
25-07-2022,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,4.3192
27-07-2022,539,Australia,ML Road Tire,24.99,1.9992
30-07-2022,584,India,"Road-750 Black, 58",539.99,43.1992
02-08-2022,581,United States,"Road-350-W Yellow, 42",1700.99,136.0792
02-08-2022,225,Canada,AWC Logo Cap,8.99,0.7192
03-08-2022,482,Germany,"Racing Socks, L",8.99,0.7192
04-08-2022,476,France,"Women's Mountain Shorts, L",69.99,5.5992
05-08-2022,217,Germany,"Sport-100 Helmet, Black",34.99,2.7992
05-08-2022,538,Australia,LL Road Tire,21.49,1.7192
06-08-2022,529,United States,Road Tire Tube,3.99,0.3192
07-08-2022,537,France,HL Mountain Tire,35,2.8
09-08-2022,485,Canada,Fender Set - Mountain,21.98,1.7584
09-08-2022,214,Canada,"Sport-100 Helmet, Red",34.99,2.7992
10-08-2022,478,Canada,Mountain Bottle Cage,9.99,0.7992
11-08-2022,222,United States,"Sport-100 Helmet, Blue",34.99,2.7992
11-08-2022,478,Germany,Mountain Bottle Cage,9.99,0.7992
12-08-2022,581,Australia,"Road-350-W Yellow, 42",1700.99,136.0792
12-08-2022,536,Canada,ML Mountain Tire,29.99,2.3992
14-08-2022,477,Germany,Water Bottle - 30 oz.,4.99,0.3992
15-08-2022,478,Germany,Mountain Bottle Cage,9.99,0.7992
15-08-2022,487,United States,Hydration Pack - 70 oz.,54.99,4.3992
15-08-2022,540,Italy,HL Road Tire,32.6,2.608
17-08-2022,479,France,Road Bottle Cage,8.99,0.7192
20-08-2022,214,India,"Sport-100 Helmet, Red",34.99,2.7992
20-08-2022,217,India,"Sport-100 Helmet, Black",34.99,2.7992
20-08-2022,540,France,HL Road Tire,32.6,2.608
23-08-2022,370,France,"Road-250 Red, 52",2443.35,195.468
23-08-2022,217,Germany,"Sport-100 Helmet, Black",34.99,2.7992
23-08-2022,478,Germany,Mountain Bottle Cage,9.99,0.7992
23-08-2022,574,India,"Touring-1000 Blue, 50",2384.07,190.7256
24-08-2022,571,Canada,"Touring-3000 Yellow, 58",742.35,59.388
24-08-2022,529,France,Road Tire Tube,3.99,0.3192
27-08-2022,477,Germany,Water Bottle - 30 oz.,4.99,0.3992
29-08-2022,541,Italy,Touring Tire,28.99,2.3192
29-08-2022,488,Australia,"Short-Sleeve Classic Jersey, S",53.99,4.3192
29-08-2022,528,Australia,Mountain Tire Tube,4.99,0.3992
02-09-2022,480,Italy,Patch Kit/8 Patches,2.29,0.1832
03-09-2022,321,Italy,"Road-650 Red, 58",782.99,62.6392
04-09-2022,529,India,Road Tire Tube,3.99,0.3192
05-09-2022,479,Germany,Road Bottle Cage,8.99,0.7192
05-09-2022,479,Australia,Road Bottle Cage,8.99,0.7192
05-09-2022,388,United States,"Road-550-W Yellow, 44",1120.49,89.6392
06-09-2022,537,France,HL Mountain Tire,35,2.8
07-09-2022,372,Canada,"Road-250 Red, 58",2443.35,195.468
07-09-2022,310,Italy,"Road-150 Red, 62",3578.27,286.2616
08-09-2022,363,Canada,"Mountain-200 Black, 46",2294.99,183.5992
08-09-2022,485,Italy,Fender Set - Mountain,21.98,1.7584
10-09-2022,479,Canada,Road Bottle Cage,8.99,0.7192
10-09-2022,529,Germany,Road Tire Tube,3.99,0.3192
12-09-2022,562,Italy,"Touring-1000 Yellow, 50",2384.07,190.7256
13-09-2022,604,France,"Road-750 Black, 44",539.99,43.1992
14-09-2022,479,Germany,Road Bottle Cage,8.99,0.7192
16-09-2022,528,Australia,Mountain Tire Tube,4.99,0.3992
17-09-2022,379,United States,"Road-250 Black, 58",2181.5625,174.525
19-09-2022,380,France,"Road-250 Black, 58",2443.35,195.468
20-09-2022,231,Italy,"Long-Sleeve Logo Jersey, M",49.99,3.9992
21-09-2022,480,France,Patch Kit/8 Patches,2.29,0.1832
21-09-2022,222,Germany,"Sport-100 Helmet, Blue",34.99,2.7992
23-09-2022,231,Australia,"Long-Sleeve Logo Jersey, M",49.99,3.9992
24-09-2022,529,United States,Road Tire Tube,3.99,0.3192
28-09-2022,480,France,Patch Kit/8 Patches,2.29,0.1832
01-10-2022,529,Italy,Road Tire Tube,3.99,0.3192
01-10-2022,214,Germany,"Sport-100 Helmet, Red",34.99,2.7992
01-10-2022,538,Australia,LL Road Tire,21.49,1.7192
02-10-2022,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
03-10-2022,530,Canada,Touring Tire Tube,4.99,0.3992
06-10-2022,225,India,AWC Logo Cap,8.99,0.7192
08-10-2022,480,Australia,Patch Kit/8 Patches,2.29,0.1832
08-10-2022,479,Canada,Road Bottle Cage,8.99,0.7192
10-10-2022,541,Italy,Touring Tire,28.99,2.3192
13-10-2022,528,Germany,Mountain Tire Tube,4.99,0.3992
14-10-2022,481,Germany,"Racing Socks, M",8.99,0.7192
16-10-2022,529,Germany,Road Tire Tube,3.99,0.3192
17-10-2022,217,Canada,"Sport-100 Helmet, Black",34.99,2.7992
18-10-2022,467,France,"Half-Finger Gloves, L",24.49,1.9592
19-10-2022,529,France,Road Tire Tube,3.99,0.3192
21-10-2022,472,Germany,"Classic Vest, M",63.5,5.08
21-10-2022,217,France,"Sport-100 Helmet, Black",34.99,2.7992
22-10-2022,477,Germany,Water Bottle - 30 oz.,4.99,0.3992
22-10-2022,485,Canada,Fender Set - Mountain,21.98,1.7584
25-10-2022,484,Germany,Bike Wash - Dissolver,7.95,0.636
27-10-2022,538,Germany,LL Road Tire,21.49,1.7192
29-10-2022,485,Australia,Fender Set - Mountain,21.98,1.7584
31-10-2022,214,Canada,"Sport-100 Helmet, Red",34.99,2.7992
03-11-2022,476,Australia,"Women's Mountain Shorts, L",69.99,5.5992
03-11-2022,463,Australia,"Half-Finger Gloves, S",24.49,1.9592
03-11-2022,478,United States,Mountain Bottle Cage,9.99,0.7992
03-11-2022,486,India,All-Purpose Bike Stand,159,12.72
04-11-2022,529,Italy,Road Tire Tube,3.99,0.3192
05-11-2022,478,Australia,Mountain Bottle Cage,9.99,0.7992
06-11-2022,356,Italy,"Mountain-200 Silver, 46",2071.4196,165.7136
09-11-2022,389,Canada,"Road-550-W Yellow, 48",1000.4375,80.035
10-11-2022,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
11-11-2022,530,Canada,Touring Tire Tube,4.99,0.3992
13-11-2022,369,Germany,"Road-250 Red, 48",2443.35,195.468
15-11-2022,477,Italy,Water Bottle - 30 oz.,4.99,0.3992
15-11-2022,356,Australia,"Mountain-200 Silver, 46",2071.4196,165.7136
19-11-2022,540,Australia,HL Road Tire,32.6,2.608
19-11-2022,605,India,"Road-750 Black, 48",539.99,43.1992
22-11-2022,490,India,"Short-Sleeve Classic Jersey, L",53.99,4.3192
22-11-2022,217,Canada,"Sport-100 Helmet, Black",34.99,2.7992
